ProductID,order_year,order_month,month_start,season,monthly_units,monthly_revenue,seasonal_units,seasonal_revenue,mom_pct_change,seasonal_index
27,1995,8,1995-08-01,Summer,50,2195,50,2195,-58.33,1.10
27,1996,1,1996-01-01,Winter,40,1756,50,2195,-20.00,0.88
27,1996,2,1996-02-01,Winter,10,439,50,2195,-75.00,0.22
27,1996,4,1996-04-01,Spring,55,2414.5,55,2414.5,450.00,1.21
28,1994,9,1994-09-01,Autumn,20,728,66,2402.4,NULL,0.56
28,1994,10,1994-10-01,Autumn,32,1164.8,66,2402.4,60.00,0.90
28,1994,11,1994-11-01,Autumn,14,509.6,66,2402.4,-56.25,0.39
28,1994,12,1994-12-01,Winter,43,1517.88,43,1517.88,207.14,1.21
28,1995,1,1995-01-01,Winter,26,837.2,93,3307.52,-39.53,0.73
28,1995,2,1995-02-01,Winter,42,1375.92,93,3307.52,61.54,1.18
28,1995,3,1995-03-01,Spring,57,2074.8,141,5721.360000000001,35.71,1.60
28,1995,4,1995-04-01,Spring,18,655.2,141,5721.360000000001,-68.42,0.51
28,1995,5,1995-05-01,Spring,66,2991.36,141,5721.360000000001,266.67,1.86
28,1995,6,1995-06-01,Summer,7,319.2,7,319.2,-89.39,0.20
28,1995,9,1995-09-01,Autumn,45,1881,105,4343.4,542.86,1.27
28,1995,11,1995-11-01,Autumn,60,2462.4,105,4343.4,33.33,1.69
28,1995,12,1995-12-01,Winter,25,1094.4,93,3307.52,-58.33,0.70
28,1996,1,1996-01-01,Winter,24,1094.4,24,1094.4,-4.00,0.67
28,1996,3,1996-03-01,Spring,3,136.8,153,6680.4,-87.50,0.08
28,1996,4,1996-04-01,Spring,60,2599.2,153,6680.4,1900.00,1.69
28,1996,5,1996-05-01,Spring,90,3944.4,153,6680.4,50.00,2.53
28,1996,6,1996-06-01,Summer,8,310.08,8,310.08,-91.11,0.22
29,1994,8,1994-08-01,Summer,10,990,10,990,NULL,0.24
29,1994,9,1994-09-01,Autumn,15,1485,40,3712.5,50.00,0.36
29,1994,10,1994-10-01,Autumn,25,2227.5,40,3712.5,66.67,0.60
29,1994,12,1994-12-01,Winter,39,3861,39,3861,56.00,0.94
29,1995,1,1995-01-01,Winter,34,3366,55,5445,-12.82,0.82
29,1995,2,1995-02-01,Winter,21,2079,55,5445,-38.24,0.51
29,1995,3,1995-03-01,Spring,24,2019.6,78,8079.839999999999,14.29,0.58
29,1995,4,1995-04-01,Spring,18,1603.8,78,8079.839999999999,-25.00,0.43
29,1995,5,1995-05-01,Spring,36,4456.44,78,8079.839999999999,100.00,0.87
29,1995,7,1995-07-01,Summer,10,1237.9,10,1237.9,-72.22,0.24
29,1995,9,1995-09-01,Autumn,26,3218.54,124,15275.690000000002,160.00,0.63
29,1995,10,1995-10-01,Autumn,46,5694.34,124,15275.690000000002,76.92,1.11
29,1995,11,1995-11-01,Autumn,52,6362.81,124,15275.690000000002,13.04,1.25
29,1996,1,1996-01-01,Winter,72,8083.49,90,9952.72,38.46,1.74
29,1996,2,1996-02-01,Winter,18,1869.23,90,9952.72,-75.00,0.43
29,1996,3,1996-03-01,Spring,164,18444.71,300,31814.03,811.11,3.96
29,1996,4,1996-04-01,Spring,14,1733.06,300,31814.03,-91.46,0.34
29,1996,5,1996-05-01,Spring,122,11636.26,300,31814.03,771.43,2.94
30,1994,8,1994-08-01,Summer,60,931.5,60,931.5,NULL,1.96
30,1994,9,1994-09-01,Autumn,6,124.2,74,1378.6200000000001,-90.00,0.20
30,1994,10,1994-10-01,Autumn,10,207,74,1378.6200000000001,66.67,0.33
30,1994,11,1994-11-01,Autumn,58,1047.42,74,1378.6200000000001,480.00,1.90
30,1995,1,1995-01-01,Winter,18,335.34,96,2261.34,-68.97,0.59
30,1995,2,1995-02-01,Winter,18,372.6,96,2261.34,0.00,0.59
30,1995,3,1995-03-01,Spring,28,434.7,56,1014.54,55.56,0.92
30,1995,4,1995-04-01,Spring,8,165.6,56,1014.54,-71.43,0.26
30,1995,5,1995-05-01,Spring,20,414.24,56,1014.54,150.00,0.65
30,1995,6,1995-06-01,Summer,35,906.15,55,1423.9499999999998,75.00,1.14
30,1995,7,1995-07-01,Summer,20,517.8,55,1423.9499999999998,-42.86,0.65
30,1995,9,1995-09-01,Autumn,30,776.7,35,873.7900000000001,50.00,0.98
30,1995,10,1995-10-01,Autumn,2,38.84,35,873.7900000000001,-93.33,0.07
30,1995,11,1995-11-01,Autumn,3,58.25,35,873.7900000000001,50.00,0.10
30,1995,12,1995-12-01,Winter,60,1553.4,96,2261.34,1900.00,1.96
30,1996,1,1996-01-01,Winter,40,796.12,60,1288.03,-33.33,1.31
30,1996,2,1996-02-01,Winter,20,491.91,60,1288.03,-50.00,0.65
30,1996,3,1996-03-01,Spring,126,2983.82,176,4252.43,530.00,4.12
30,1996,4,1996-04-01,Spring,31,802.59,176,4252.43,-75.40,1.01
30,1996,5,1996-05-01,Spring,19,466.02,176,4252.43,-38.71,0.62
31,1994,8,1994-08-01,Summer,20,200,20,200,NULL,0.29
31,1994,9,1994-09-01,Autumn,55,542.5,140,1230.5,175.00,0.79
31,1994,11,1994-11-01,Autumn,85,688,140,1230.5,54.55,1.22
31,1994,12,1994-12-01,Winter,120,1165,120,1165,41.18,1.72
31,1995,1,1995-01-01,Winter,164,1559,189,1834.62,36.67,2.35
31,1995,2,1995-02-01,Winter,14,140,189,1834.62,-91.46,0.20
31,1995,3,1995-03-01,Spring,3,27,58,514.5,-78.57,0.04
31,1995,4,1995-04-01,Spring,35,297.5,58,514.5,1066.67,0.50
31,1995,5,1995-05-01,Spring,20,190,58,514.5,-42.86,0.29
31,1995,6,1995-06-01,Summer,135,1584.37,306,3449.37,575.00,1.93
31,1995,7,1995-07-01,Summer,171,1865,306,3449.37,26.67,2.45
31,1995,10,1995-10-01,Autumn,48,515,118,1390,-71.93,0.69
31,1995,11,1995-11-01,Autumn,70,875,118,1390,45.83,1.00
31,1995,12,1995-12-01,Winter,11,135.62,189,1834.62,-84.29,0.16
31,1996,1,1996-01-01,Winter,149,1671.25,223,2565,1254.55,2.13
31,1996,2,1996-02-01,Winter,74,893.75,223,2565,-50.34,1.06
31,1996,3,1996-03-01,Spring,35,437.5,203,2321.87,-52.70,0.50
31,1996,4,1996-04-01,Spring,153,1696.87,203,2321.87,337.14,2.19
31,1996,5,1996-05-01,Spring,15,187.5,203,2321.87,-90.20,0.21
31,1996,6,1996-06-01,Summer,20,250,20,250,33.33,0.29
32,1994,8,1994-08-01,Summer,6,122.88,6,122.88,NULL,0.26
32,1994,10,1994-10-01,Autumn,40,921.6,46,1044.48,566.67,1.75
32,1994,11,1994-11-01,Autumn,6,122.88,46,1044.48,-85.00,0.26
32,1995,5,1995-05-01,Spring,50,1280,50,1280,733.33,2.19
32,1995,6,1995-06-01,Summer,24,652.8,34,940.8,-52.00,1.05
32,1995,7,1995-07-01,Summer,10,288,34,940.8,-58.33,0.44
32,1995,11,1995-11-01,Autumn,4,128,4,128,-60.00,0.18
32,1995,12,1995-12-01,Winter,10,320,10,320,150.00,0.44
32,1996,2,1996-02-01,Winter,20,640,20,640,100.00,0.88
32,1996,3,1996-03-01,Spring,6,192,126,3896,-70.00,0.26
32,1996,4,1996-04-01,Spring,35,1008,126,3896,483.33,1.53
32,1996,5,1996-05-01,Spring,85,2696,126,3896,142.86,3.72
32,1996,6,1996-06-01,Summer,1,32,1,32,-98.82,0.04
33,1994,8,1994-08-01,Summer,85,161.5,85,161.5,NULL,1.91
33,1994,9,1994-09-01,Autumn,44,88,52,104,-48.24,0.99
33,1994,11,1994-11-01,Autumn,8,16,52,104,-81.82,0.18
33,1995,1,1995-01-01,Winter,60,120,179,358,650.00,1.35
33,1995,2,1995-02-01,Winter,119,238,179,358,98.33,2.68
33,1995,3,1995-03-01,Spring,20,32,48,90,-83.19,0.45
33,1995,4,1995-04-01,Spring,12,24,48,90,-40.00,0.27
33,1995,5,1995-05-01,Spring,16,34,48,90,33.33,0.36
33,1995,6,1995-06-01,Summer,53,128.5,101,243.5,231.25,1.19
33,1995,7,1995-07-01,Summer,34,80,101,243.5,-35.85,0.77
33,1995,8,1995-08-01,Summer,14,35,101,243.5,-58.82,0.32
33,1995,9,1995-09-01,Autumn,20,47.5,88,214.5,42.86,0.45
33,1995,10,1995-10-01,Autumn,68,167,88,214.5,240.00,1.53
33,1996,2,1996-02-01,Winter,20,48.5,20,48.5,-70.59,0.45
33,1996,3,1996-03-01,Spring,105,237.5,182,428.12,425.00,2.36
33,1996,4,1996-04-01,Spring,22,53.12,182,428.12,-79.05,0.50
33,1996,5,1996-05-01,Spring,55,137.5,182,428.12,150.00,1.24
34,1994,9,1994-09-01,Autumn,20,224,34,380.8,NULL,0.55
34,1994,10,1994-10-01,Autumn,14,156.8,34,380.8,-30.00,0.39
34,1994,12,1994-12-01,Winter,46,509.6,46,509.6,228.57,1.27
34,1995,1,1995-01-01,Winter,10,112,40,532,-78.26,0.28
34,1995,3,1995-03-01,Spring,20,179.2,55,551.5999999999999,100.00,0.55
34,1995,4,1995-04-01,Spring,35,372.4,55,551.5999999999999,75.00,0.97
34,1995,6,1995-06-01,Summer,10,105,50,665,-71.43,0.28
34,1995,7,1995-07-01,Summer,40,560,50,665,300.00,1.11
34,1995,11,1995-11-01,Autumn,26,330.4,26,330.4,-35.00,0.72
34,1995,12,1995-12-01,Winter,30,420,40,532,15.38,0.83
34,1996,1,1996-01-01,Winter,10,140,10,140,-66.67,0.28
34,1996,3,1996-03-01,Spring,10,140,245,3241,0.00,0.28
34,1996,4,1996-04-01,Spring,20,280,245,3241,100.00,0.55
34,1996,5,1996-05-01,Spring,215,2821,245,3241,975.00,5.95
35,1994,8,1994-08-01,Summer,20,288,20,288,NULL,0.41
35,1994,9,1994-09-01,Autumn,104,1497.6,184,2498.3999999999996,420.00,2.12
35,1994,11,1994-11-01,Autumn,80,1000.8,184,2498.3999999999996,-23.08,1.63
35,1995,1,1995-01-01,Winter,70,950.4,200,2649.6,-12.50,1.43
35,1995,2,1995-02-01,Winter,95,1195.2,200,2649.6,35.71,1.94
35,1995,3,1995-03-01,Spring,8,115.2,11,169.2,-91.58,0.16
35,1995,5,1995-05-01,Spring,3,54,11,169.2,-62.50,0.06
35,1995,6,1995-06-01,Summer,56,954,130,2151,1766.67,1.14
35,1995,7,1995-07-01,Summer,20,360,130,2151,-64.29,0.41
35,1995,8,1995-08-01,Summer,54,837,130,2151,170.00,1.10
35,1995,9,1995-09-01,Autumn,30,486,60,985.5,-44.44,0.61
35,1995,11,1995-11-01,Autumn,30,499.5,60,985.5,0.00,0.61
35,1995,12,1995-12-01,Winter,35,504,200,2649.6,16.67,0.71
35,1996,1,1996-01-01,Winter,15,270,74,1287,-57.14,0.31
35,1996,2,1996-02-01,Winter,59,1017,74,1287,293.33,1.20
35,1996,3,1996-03-01,Spring,37,666,204,3615.3,-37.29,0.75
35,1996,4,1996-04-01,Spring,50,900,204,3615.3,35.14,1.02
35,1996,5,1996-05-01,Spring,117,2049.3,204,3615.3,134.00,2.39
36,1994,8,1994-08-01,Summer,25,380,25,380,NULL,0.59
36,1994,9,1994-09-01,Autumn,30,456,142,1884.8000000000002,20.00,0.71
36,1994,10,1994-10-01,Autumn,52,638.4,142,1884.8000000000002,73.33,1.23
36,1994,11,1994-11-01,Autumn,60,790.4,142,1884.8000000000002,15.38,1.42
36,1994,12,1994-12-01,Winter,20,288.8,20,288.8,-66.67,0.47
36,1995,1,1995-01-01,Winter,6,72.96,37,559.36,-70.00,0.14
36,1995,2,1995-02-01,Winter,5,68.4,37,559.36,-16.67,0.12
36,1995,6,1995-06-01,Summer,120,2223,221,4042.25,2300.00,2.83
36,1995,7,1995-07-01,Summer,25,475,221,4042.25,-79.17,0.59
36,1995,8,1995-08-01,Summer,76,1344.25,221,4042.25,204.00,1.79
36,1995,9,1995-09-01,Autumn,15,285,96,1795.5,-80.26,0.35
36,1995,10,1995-10-01,Autumn,36,655.5,96,1795.5,140.00,0.85
36,1995,11,1995-11-01,Autumn,45,855,96,1795.5,25.00,1.06
36,1995,12,1995-12-01,Winter,26,418,37,559.36,-42.22,0.61
36,1996,1,1996-01-01,Winter,30,570,80,1282.5,15.38,0.71
36,1996,2,1996-02-01,Winter,50,712.5,80,1282.5,66.67,1.18
36,1996,3,1996-03-01,Spring,20,380,184,3225.25,-60.00,0.47
36,1996,4,1996-04-01,Spring,95,1619.75,184,3225.25,375.00,2.24
36,1996,5,1996-05-01,Spring,69,1225.5,184,3225.25,-27.37,1.63
37,1994,8,1994-08-01,Summer,1,20.8,1,20.8,NULL,0.05
37,1994,11,1994-11-01,Autumn,28,582.4,28,582.4,2700.00,1.34
37,1995,2,1995-02-01,Winter,10,208,10,208,-64.29,0.48
37,1995,6,1995-06-01,Summer,18,421.2,18,421.2,80.00,0.86
37,1996,2,1996-02-01,Winter,60,1248,60,1248,233.33,2.88
37,1996,4,1996-04-01,Spring,8,208,8,208,-86.67,0.38
38,1994,11,1994-11-01,Autumn,20,4005.2,20,4005.2,NULL,0.45
38,1994,12,1994-12-01,Winter,80,14545.2,80,14545.2,300.00,1.80
38,1995,1,1995-01-01,Winter,40,6324,139,25127.36,-50.00,0.90
38,1995,2,1995-02-01,Winter,99,18803.36,139,25127.36,147.50,2.22
38,1995,4,1995-04-01,Spring,30,6324,45,10276.5,-69.70,0.67
38,1995,5,1995-05-01,Spring,15,3952.5,45,10276.5,-50.00,0.34
38,1995,6,1995-06-01,Summer,34,8853.6,49,12608.470000000001,126.67,0.76
38,1995,8,1995-08-01,Summer,15,3754.87,49,12608.470000000001,-55.88,0.34
38,1995,10,1995-10-01,Autumn,15,3557.25,15,3557.25,0.00,0.34
38,1996,1,1996-01-01,Winter,15,3952.5,85,22002.25,0.00,0.34
38,1996,2,1996-02-01,Winter,70,18049.75,85,22002.25,366.67,1.57
38,1996,3,1996-03-01,Spring,100,25559.5,190,49274.5,42.86,2.25
38,1996,4,1996-04-01,Spring,65,17127.5,190,49274.5,-35.00,1.46
38,1996,5,1996-05-01,Spring,25,6587.5,190,49274.5,-61.54,0.56
39,1994,8,1994-08-01,Summer,48,691.2,48,691.2,NULL,1.03
39,1994,10,1994-10-01,Autumn,90,1252.8,94,1310.3999999999999,87.50,1.93
39,1994,11,1994-11-01,Autumn,4,57.6,94,1310.3999999999999,-95.56,0.09
39,1994,12,1994-12-01,Winter,104,1311.84,104,1311.84,2500.00,2.23
39,1995,1,1995-01-01,Winter,20,244.8,20,244.8,-80.77,0.43
39,1995,3,1995-03-01,Spring,26,374.4,56,770.4,30.00,0.56
39,1995,4,1995-04-01,Spring,20,216,56,770.4,-23.08,0.43
39,1995,5,1995-05-01,Spring,10,180,56,770.4,-50.00,0.21
39,1995,7,1995-07-01,Summer,10,180,15,270,0.00,0.21
39,1995,8,1995-08-01,Summer,5,90,15,270,-50.00,0.11
39,1995,9,1995-09-01,Autumn,41,643.5,64,1010.7,720.00,0.88
39,1995,10,1995-10-01,Autumn,23,367.2,64,1010.7,-43.90,0.49
39,1996,1,1996-01-01,Winter,148,2424.6,207,3450.6,543.48,3.17
39,1996,2,1996-02-01,Winter,59,1026,207,3450.6,-60.14,1.26
39,1996,3,1996-03-01,Spring,133,2300.4,163,2840.4,125.42,2.85
39,1996,4,1996-04-01,Spring,30,540,163,2840.4,-77.44,0.64
39,1996,6,1996-06-01,Summer,22,394.2,22,394.2,-26.67,0.47
40,1994,8,1994-08-01,Summer,50,735,50,735,NULL,0.86
40,1994,9,1994-09-01,Autumn,100,1308.3,150,1984.5,100.00,1.72
40,1994,10,1994-10-01,Autumn,50,676.2,150,1984.5,-50.00,0.86
40,1994,12,1994-12-01,Winter,4,58.8,4,58.8,-92.00,0.07
40,1995,2,1995-02-01,Winter,2,26.46,101,1664.06,-50.00,0.03
40,1995,3,1995-03-01,Spring,70,845.25,161,2201.95,3400.00,1.21
40,1995,4,1995-04-01,Spring,61,896.7,161,2201.95,-12.86,1.05
40,1995,5,1995-05-01,Spring,30,460,161,2201.95,-50.82,0.52
40,1995,6,1995-06-01,Summer,35,561.2,129,2290.8,16.67,0.60
40,1995,7,1995-07-01,Summer,52,956.8,129,2290.8,48.57,0.90
40,1995,8,1995-08-01,Summer,42,772.8,129,2290.8,-19.23,0.72
40,1995,9,1995-09-01,Autumn,60,1104,204,3639.52,42.86,1.03
40,1995,10,1995-10-01,Autumn,144,2535.52,204,3639.52,140.00,2.48
40,1995,12,1995-12-01,Winter,99,1637.6,101,1664.06,-31.25,1.71
40,1996,1,1996-01-01,Winter,1,18.4,116,1968.8000000000002,-98.99,0.02
40,1996,2,1996-02-01,Winter,115,1950.4,116,1968.8000000000002,11400.00,1.98
40,1996,3,1996-03-01,Spring,103,1895.2,188,3367.2,-10.43,1.77
40,1996,4,1996-04-01,Spring,30,552,188,3367.2,-70.87,0.52
40,1996,5,1996-05-01,Spring,55,920,188,3367.2,83.33,0.95
41,1994,8,1994-08-01,Summer,51,333.02,51,333.02,NULL,0.99
41,1994,10,1994-10-01,Autumn,10,77,42,318.78,-80.39,0.19
41,1994,11,1994-11-01,Autumn,32,241.78,42,318.78,220.00,0.62
41,1994,12,1994-12-01,Winter,13,100.1,13,100.1,-59.38,0.25
41,1995,1,1995-01-01,Winter,8,55.44,92,778.79,-38.46,0.15
41,1995,2,1995-02-01,Winter,25,154,92,778.79,212.50,0.48
41,1995,3,1995-03-01,Spring,30,231,140,1176.3,20.00,0.58
41,1995,5,1995-05-01,Spring,110,945.3,140,1176.3,266.67,2.13
41,1995,6,1995-06-01,Summer,20,187.21,41,379.73,-81.82,0.39
41,1995,7,1995-07-01,Summer,21,192.52,41,379.73,5.00,0.41
41,1995,10,1995-10-01,Autumn,168,1582.6,210,1987.8999999999999,700.00,3.25
41,1995,11,1995-11-01,Autumn,42,405.3,210,1987.8999999999999,-75.00,0.81
41,1995,12,1995-12-01,Winter,59,569.35,92,778.79,40.48,1.14
41,1996,1,1996-01-01,Winter,74,689.97,126,1191.77,25.42,1.43
41,1996,2,1996-02-01,Winter,52,501.8,126,1191.77,-29.73,1.01
41,1996,3,1996-03-01,Spring,49,472.85,214,1912.14,-5.77,0.95
41,1996,4,1996-04-01,Spring,40,383.1,214,1912.14,-18.37,0.77
41,1996,5,1996-05-01,Spring,125,1056.19,214,1912.14,212.50,2.42
41,1996,6,1996-06-01,Summer,52,501.8,52,501.8,-58.40,1.01
42,1994,8,1994-08-01,Summer,10,98,10,98,NULL,0.24
42,1994,10,1994-10-01,Autumn,8,89.6,18,179.2,-20.00,0.20
42,1994,11,1994-11-01,Autumn,10,89.6,18,179.2,25.00,0.24
42,1994,12,1994-12-01,Winter,9,100.8,9,100.8,-10.00,0.22
42,1995,2,1995-02-01,Winter,40,425.6,68,817.6,344.44,0.98
42,1995,4,1995-04-01,Spring,50,560,120,1472.8,25.00,1.22
42,1995,5,1995-05-01,Spring,70,912.8,120,1472.8,40.00,1.71
42,1995,7,1995-07-01,Summer,28,333.2,128,1453.2,-60.00,0.68
42,1995,8,1995-08-01,Summer,100,1120,128,1453.2,257.14,2.44
42,1995,9,1995-09-01,Autumn,5,70,101,1253,-95.00,0.12
42,1995,10,1995-10-01,Autumn,96,1183,101,1253,1820.00,2.34
42,1995,12,1995-12-01,Winter,28,392,68,817.6,-70.83,0.68
42,1996,1,1996-01-01,Winter,34,411.6,96,1220.8000000000002,21.43,0.83
42,1996,2,1996-02-01,Winter,62,809.2,96,1220.8000000000002,82.35,1.51
42,1996,3,1996-03-01,Spring,25,350,147,1979.6,-59.68,0.61
42,1996,4,1996-04-01,Spring,10,112,147,1979.6,-60.00,0.24
42,1996,5,1996-05-01,Spring,112,1517.6,147,1979.6,1020.00,2.73
43,1994,9,1994-09-01,Autumn,40,1472,136,4931.200000000001,NULL,1.03
43,1994,10,1994-10-01,Autumn,56,2060.8,136,4931.200000000001,40.00,1.45
43,1994,11,1994-11-01,Autumn,40,1398.4,136,4931.200000000001,-28.57,1.03
43,1995,3,1995-03-01,Spring,20,736,53,1984.9,-50.00,0.52
43,1995,4,1995-04-01,Spring,18,662.4,53,1984.9,-10.00,0.47
43,1995,5,1995-05-01,Spring,15,586.5,53,1984.9,-16.67,0.39
43,1995,6,1995-06-01,Summer,85,3910,85,3910,466.67,2.20
43,1995,9,1995-09-01,Autumn,20,920,90,4140,-76.47,0.52
43,1995,10,1995-10-01,Autumn,6,276,90,4140,-70.00,0.16
43,1995,11,1995-11-01,Autumn,64,2944,90,4140,966.67,1.66
43,1996,1,1996-01-01,Winter,30,1035,71,2783,-53.13,0.78
43,1996,2,1996-02-01,Winter,41,1748,71,2783,36.67,1.06
43,1996,4,1996-04-01,Spring,49,1886,109,4370,19.51,1.27
43,1996,5,1996-05-01,Spring,60,2484,109,4370,22.45,1.55
43,1996,6,1996-06-01,Summer,36,1407.6,36,1407.6,-40.00,0.93
44,1994,9,1994-09-01,Autumn,61,908.3,61,908.3,NULL,1.62
44,1994,12,1994-12-01,Winter,77,1133.82,77,1133.82,26.23,2.05
44,1995,2,1995-02-01,Winter,40,496,56,807.2,-48.05,1.06
44,1995,3,1995-03-01,Spring,100,1472.5,126,1871.52,150.00,2.66
44,1995,4,1995-04-01,Spring,2,26.35,126,1871.52,-98.00,0.05
44,1995,5,1995-05-01,Spring,24,372.67,126,1871.52,1100.00,0.64
44,1995,6,1995-06-01,Summer,40,778,71,1380.95,66.67,1.06
44,1995,7,1995-07-01,Summer,31,602.95,71,1380.95,-22.50,0.83
44,1995,9,1995-09-01,Autumn,10,194.5,133,2483.76,-67.74,0.27
44,1995,10,1995-10-01,Autumn,49,898.59,133,2483.76,390.00,1.30
44,1995,11,1995-11-01,Autumn,74,1390.67,133,2483.76,51.02,1.97
44,1995,12,1995-12-01,Winter,16,311.2,56,807.2,-78.38,0.43
44,1996,1,1996-01-01,Winter,10,194.5,26,443.46000000000004,-37.50,0.27
44,1996,2,1996-02-01,Winter,16,248.96,26,443.46000000000004,60.00,0.43
44,1996,4,1996-04-01,Spring,24,361.77,51,886.92,50.00,0.64
44,1996,5,1996-05-01,Spring,27,525.15,51,886.92,12.50,0.72
45,1995,1,1995-01-01,Winter,15,91.2,99,756.2,NULL,0.35
45,1995,4,1995-04-01,Spring,30,205.2,51,404.7,100.00,0.71
45,1995,5,1995-05-01,Spring,21,199.5,51,404.7,-30.00,0.50
45,1995,6,1995-06-01,Summer,100,807.5,100,807.5,376.19,2.36
45,1995,9,1995-09-01,Autumn,20,190,130,1235,-80.00,0.47
45,1995,11,1995-11-01,Autumn,110,1045,130,1235,450.00,2.60
45,1995,12,1995-12-01,Winter,84,665,99,756.2,-23.64,1.98
45,1996,1,1996-01-01,Winter,27,243.67,63,517.27,-67.86,0.64
45,1996,2,1996-02-01,Winter,36,273.6,63,517.27,33.33,0.85
45,1996,3,1996-03-01,Spring,15,142.5,65,617.5,-58.33,0.35
45,1996,4,1996-04-01,Spring,30,285,65,617.5,100.00,0.71
45,1996,5,1996-05-01,Spring,20,190,65,617.5,-33.33,0.47
46,1994,9,1994-09-01,Autumn,15,122.4,45,410.4,NULL,0.44
46,1994,11,1994-11-01,Autumn,30,288,45,410.4,100.00,0.88
46,1995,1,1995-01-01,Winter,73,673.92,123,1199.52,143.33,2.13
46,1995,2,1995-02-01,Winter,22,206.4,123,1199.52,-69.86,0.64
46,1995,3,1995-03-01,Spring,35,307.2,49,447,59.09,1.02
46,1995,4,1995-04-01,Spring,5,48,49,447,-85.71,0.15
46,1995,5,1995-05-01,Spring,9,91.8,49,447,80.00,0.26
46,1995,9,1995-09-01,Autumn,23,244.8,170,2008.8,155.56,0.67
46,1995,10,1995-10-01,Autumn,105,1260,170,2008.8,356.52,3.07
46,1995,11,1995-11-01,Autumn,42,504,170,2008.8,-60.00,1.23
46,1995,12,1995-12-01,Winter,28,319.2,123,1199.52,-33.33,0.82
46,1996,2,1996-02-01,Winter,35,420,35,420,25.00,1.02
46,1996,3,1996-03-01,Spring,21,252,93,1056,-40.00,0.61
46,1996,4,1996-04-01,Spring,24,288,93,1056,14.29,0.70
46,1996,5,1996-05-01,Spring,48,516,93,1056,100.00,1.40
46,1996,6,1996-06-01,Summer,33,341.28,33,341.28,-31.25,0.96
47,1994,11,1994-11-01,Autumn,16,97.28,16,97.28,NULL,0.46
47,1995,2,1995-02-01,Winter,55,418,85,631.75,243.75,1.59
47,1995,3,1995-03-01,Spring,30,171,66,447.45,-45.45,0.87
47,1995,4,1995-04-01,Spring,30,228,66,447.45,0.00,0.87
47,1995,5,1995-05-01,Spring,6,48.45,66,447.45,-80.00,0.17
47,1995,7,1995-07-01,Summer,25,237.5,40,380,316.67,0.72
47,1995,8,1995-08-01,Summer,15,142.5,40,380,-40.00,0.43
47,1995,10,1995-10-01,Autumn,71,668.8,138,1186.55,373.33,2.05
47,1995,11,1995-11-01,Autumn,67,517.75,138,1186.55,-5.63,1.93
47,1995,12,1995-12-01,Winter,30,213.75,85,631.75,-55.22,0.87
47,1996,1,1996-01-01,Winter,30,285,70,570,0.00,0.87
47,1996,2,1996-02-01,Winter,40,285,70,570,33.33,1.15
47,1996,3,1996-03-01,Spring,21,179.55,70,645.05,-47.50,0.61
47,1996,4,1996-04-01,Spring,49,465.5,70,645.05,133.33,1.41
48,1995,2,1995-02-01,Winter,70,606.9,70,606.9,NULL,3.04
48,1995,3,1995-03-01,Spring,15,137.7,30,300.26,-78.57,0.65
48,1995,5,1995-05-01,Spring,15,162.56,30,300.26,0.00,0.65
48,1995,8,1995-08-01,Summer,6,68.85,6,68.85,-60.00,0.26
48,1995,11,1995-11-01,Autumn,24,306,24,306,300.00,1.04
48,1996,2,1996-02-01,Winter,8,86.7,8,86.7,-66.67,0.35
49,1994,8,1994-08-01,Summer,40,640,40,640,NULL,1.08
49,1994,9,1994-09-01,Autumn,15,240,45,720,-62.50,0.40
49,1994,10,1994-10-01,Autumn,30,480,45,720,100.00,0.81
49,1994,12,1994-12-01,Winter,35,560,35,560,16.67,0.94
49,1995,2,1995-02-01,Winter,60,936,60,936,71.43,1.62
49,1995,3,1995-03-01,Spring,21,285.6,70,1169.6,-65.00,0.57
49,1995,4,1995-04-01,Spring,24,384,70,1169.6,14.29,0.65
49,1995,5,1995-05-01,Spring,25,500,70,1169.6,4.17,0.67
49,1995,6,1995-06-01,Summer,6,120,49,955,-76.00,0.16
49,1995,8,1995-08-01,Summer,43,835,49,955,616.67,1.16
49,1996,1,1996-01-01,Winter,4,68,4,68,-90.70,0.11
49,1996,3,1996-03-01,Spring,87,1596,217,4196,2075.00,2.34
49,1996,4,1996-04-01,Spring,68,1360,217,4196,-21.84,1.83
49,1996,5,1996-05-01,Spring,62,1240,217,4196,-8.82,1.67
50,1994,12,1994-12-01,Winter,15,175.5,15,175.5,NULL,0.51
50,1995,1,1995-01-01,Winter,15,195,75,1137.5,0.00,0.51
50,1995,3,1995-03-01,Spring,40,520,65,845,166.67,1.36
50,1995,4,1995-04-01,Spring,25,325,65,845,-37.50,0.85
50,1995,9,1995-09-01,Autumn,25,385.94,25,385.94,0.00,0.85
50,1995,12,1995-12-01,Winter,60,942.5,75,1137.5,140.00,2.04
50,1996,4,1996-04-01,Spring,33,536.25,33,536.25,-45.00,1.12
50,1996,6,1996-06-01,Summer,22,357.5,22,357.5,-33.33,0.75
51,1994,8,1994-08-01,Summer,75,2957.4,75,2957.4,NULL,1.44
51,1994,9,1994-09-01,Autumn,2,76.32,50,1704.48,-97.33,0.04
51,1994,11,1994-11-01,Autumn,48,1628.16,50,1704.48,2300.00,0.92
51,1994,12,1994-12-01,Winter,20,848,20,848,-58.33,0.38
51,1995,1,1995-01-01,Winter,18,648.72,48,2159.2200000000003,-10.00,0.35
